dataset_id,method,metric,k,rep_mean,rep_std,q10,pairs_used,null_mu0,null_sigma0,z_score,p_value,null_q025,null_q975,null_q95,k_eff_mean,min_size_mean,n_small_2_mean,metric_vs_gt_mean,metric_vs_gt_std,ari_vs_gt_mean,ari_vs_gt_std,ami_vs_gt_mean,ami_vs_gt_std
mnist,umap,jaccard,2,0.9963286853103014,0.0031638934360605202,0.9914969063166066,1032,0.34224230099046293,1.1470178719099163e-05,57024.95142736613,0.004975124378109453,0.3422195302160246,0.34226675948456253,0.3422629926120663,1.960321191813894,1715.515,0.0,0.18382345370725603,0.0005173023425894972,,,,
mnist,umap,jaccard,10,0.9768911187773741,0.04730366029483394,0.9694758529570651,1032,0.05828718872909623,9.677040971179173e-06,94926.11768247413,0.004975124378109453,0.058268286400375034,0.05830666752215937,0.058304223223524215,9.061102590703644,213.71,0.0,0.6025613836004663,0.009432339151492098,,,,
