dataset_id,method,n_points,hat_k,hat_k_bh,hat_k_z,hat_k_q95,hat_k_q975,hat_k_tau,bh_found,no_significant_k,k_min_p,p_min_p,rep_at_k_min_p,k_max_z,z_max_z,m_min,c_implied,pairs_total_possible,pairs_sampled,eligible_pairs_count,min_pairs_M_requested,min_pairs_M_used,overlap_median,overlap_iqr,hat_k_consec,cap_hit,knife_edge,rep_at_hat_bh,p_at_hat_bh,z_at_hat_bh,pairs_used_at_hat_k,k_eff_at_hat,min_size_at_hat,n_small_2_at_hat,hat_k_tau075,hat_k_tau080,hat_k_tau085,degenerate_at_hat,error
20newsgroups,umap,3000,30,30,30,30,30,,True,False,2,0.004975124378109453,0.969200309407448,2,44472.45857207896,1920,0.9999999999999998,19900,2000,1039,1000,1000,1920.0,12.0,,True,False,0.7215302617724186,0.004975124378109453,31835.28622337986,1039,26.201739123614352,23.99,0.0,,,,False,
