dataset_id,method,metric,k,rep_mean,rep_std,q10,pairs_used,null_mu0,null_sigma0,z_score,p_value,null_q025,null_q975,null_q95,k_eff_mean,min_size_mean,n_small_2_mean,metric_vs_gt_mean,metric_vs_gt_std,ari_vs_gt_mean,ari_vs_gt_std,ami_vs_gt_mean,ami_vs_gt_std
uci_har,tsne,ari,2,1.0,0.0,1.0,1003,-4.0370584726550376e-08,1.641567053326633e-05,60917.40439990472,0.004975124378109453,-3.0901090214040686e-05,3.475374387954886e-05,2.9431623655738865e-05,1.9831768891832462,1815.795,0.0,0.3321468658232465,0.00011800159691805003,0.3321468658232465,0.00011800159691805003,0.5553845236301719,0.0006056756001375424
uci_har,tsne,ari,6,0.9906651632466614,0.006645744053885996,0.9822009600422179,1003,9.363398552335943e-07,1.3341877985366083e-05,74252.23255627186,0.004975124378109453,-2.270416941914914e-05,2.557624633012884e-05,2.1552581438342856e-05,5.924570816749824,555.34,0.0,0.5773595590981241,0.0039813041840628255,0.5773595590981241,0.0039813041840628255,0.6703007561564869,0.003012755141711053
