dataset_id,method,metric,k,rep_mean,rep_std,q10,pairs_used,null_mu0,null_sigma0,z_score,p_value,null_q025,null_q975,null_q95,k_eff_mean,min_size_mean,n_small_2_mean,metric_vs_gt_mean,metric_vs_gt_std,ari_vs_gt_mean,ari_vs_gt_std,ami_vs_gt_mean,ami_vs_gt_std
mnist,tsne,ami,2,0.9869081233197354,0.0116683934263511,0.9682080244356708,1032,-1.1229929614754579e-06,9.193828537682354e-06,107344.7522180443,0.004975124378109453,-1.7418783408836878e-05,1.6435192788532278e-05,1.4500279697200298e-05,1.999189958027251,1961.225,0.0,0.3263581175547843,0.0023631941512681095,,,,
mnist,tsne,ami,10,0.985852868706919,0.005927877669605617,0.9781997486814306,1032,1.4281319121812581e-06,2.7343487129693143e-05,36054.342150984834,0.004975124378109453,-5.5194981507855704e-05,4.858265215323722e-05,4.1573371578439726e-05,9.913101957147358,340.155,0.0,0.7897728664482063,0.003547550068754345,,,,
