dataset_id,method,metric,k,rep_mean,rep_std,q10,pairs_used,null_mu0,null_sigma0,z_score,p_value,null_q025,null_q975,null_q95,k_eff_mean,min_size_mean,n_small_2_mean,metric_vs_gt_mean,metric_vs_gt_std,ari_vs_gt_mean,ari_vs_gt_std,ami_vs_gt_mean,ami_vs_gt_std
ag_news,umap,jaccard,2,0.9341387043667903,0.09312905757559366,0.8895621694565221,1032,0.3508030430499749,1.9210100555064547e-05,30366.090986599487,0.004975124378109453,0.35077101652102266,0.35084425325528523,0.3508367204026181,1.925037506391001,1607.91,0.0,0.246661172658908,0.0014789236713702286,,,,
ag_news,umap,jaccard,4,0.8408373042144897,0.10578851849380441,0.7102420851215032,1032,0.18301773767390486,2.1906532456781384e-05,30028.466067752783,0.004975124378109453,0.1829767131087431,0.18306023847816424,0.18305283658400562,3.230744038777644,303.685,0.0,0.23327857990741574,0.006847526608441521,,,,
