dataset_id,method,metric,k,rep_mean,rep_std,q10,pairs_used,null_mu0,null_sigma0,z_score,p_value,null_q025,null_q975,null_q95,k_eff_mean,min_size_mean,n_small_2_mean,metric_vs_gt_mean,metric_vs_gt_std,ari_vs_gt_mean,ari_vs_gt_std,ami_vs_gt_mean,ami_vs_gt_std
cifar10,tsne,ami,2,0.9962012981816172,0.00352432242020576,0.9900429357880988,1035,-1.0350129392144576e-07,9.475629596890263e-06,105133.00372250167,0.004975124378109453,-1.7175847535864482e-05,1.8602649048026224e-05,1.5795081580661064e-05,1.9524654338719487,1687.985,0.0,0.35762977110169447,0.002732760495250433,,,,
cifar10,tsne,ami,10,0.9497206415058521,0.021493434700234,0.9256583806947153,1035,2.805851643202911e-06,2.6473963789607213e-05,35873.65470474188,0.004975124378109453,-4.715570174778774e-05,5.645703448133443e-05,4.664415707046127e-05,9.866599354251305,318.99,0.0,0.4843546544262752,0.0037256019661941818,,,,
