dataset_id,method,metric,k,rep_mean,rep_std,q10,pairs_used,null_mu0,null_sigma0,z_score,p_value,null_q025,null_q975,null_q95,k_eff_mean,min_size_mean,n_small_2_mean,metric_vs_gt_mean,metric_vs_gt_std,ari_vs_gt_mean,ari_vs_gt_std,ami_vs_gt_mean,ami_vs_gt_std
s_curve,umap,ari,2,1.0,0.0,1.0,1055,-1.8458273140678992e-06,4.352666232613759e-05,22974.466508239868,0.004975124378109453,-8.136432867738948e-05,8.562442715872018e-05,7.379896882109095e-05,1.999624134047072,593.595,0.0,0.15958717542574774,0.00217793044480388,0.15958717542574774,0.00217793044480388,,
s_curve,umap,ari,20,0.8697972037843718,0.04986972914861274,0.8047142962086069,1055,-2.388538130700395e-06,4.203284066262733e-05,20693.333560390736,0.004975124378109453,-8.568011531204972e-05,7.279400080999763e-05,6.402280403594224e-05,19.168671937762987,37.43,0.0,0.33282602920472726,0.010597597355397063,0.33282602920472726,0.010597597355397063,,
